Id_1,0.873574,0.0388073,0.00971757,0.0349471,0.0490776,0.0240865,0.0697945,0.0119309,0.0444923,0.0494669,0.0578367,0.0696044,0.0426499,0.0401692,0.0724833,0.0710309,0.0541197,0.0378263,0.0324696,0.0286484,0.0303417,0.0570111,0.033446,0.0557284,0.0878799,0.0182175,0.070128,0.0846598,0.0675798,0.0513625,0.0686456,0.0843191,0.0434123,0.0459931,0.0673846,0.0510556,0.0703538
Id_2,0.0347317,0.822235,0.0398343,0.0573666,0.0571935,0.0176757,0.0600298,0.00964967,0.0450648,0.0447311,0.077515,0.0475237,0.053145,0.0307127,0.0362859,0.0409733,0.055355,0.03786,0.0352977,0.0180614,0.0555466,0.0726164,0.0225906,0.0722491,0.0579118,0.0183775,0.0221272,0.0501096,0.0283905,0.0932979,0.0344406,0.133704,0.0361531,0.0574203,0.0274902,0.0273929,0.0115767
Id_3,0.0117477,0.0538068,0.926363,0.0292753,0.027931,0.0158038,0.0353342,0.00924408,0.0200819,0.043585,0.051613,0.0337871,0.0168809,0.0302289,0.0259884,0.0390636,0.0429893,0.0320877,0.0255243,0.0223691,0.0298051,0.059024,0.0147652,0.0340024,0.0326525,0.0047674,0.0384992,0.0337119,0.0120256,0.0621442,0.0326556,0.0573388,0.0194147,0.0250013,0.0268001,0.0351357,0.0126901
Id_4,0.0354541,0.0650281,0.0245676,0.831262,0.0400153,0.0127386,0.0558745,0.00920721,0.0222388,0.0456353,0.0635075,0.0249048,0.0256248,0.0247379,0.0376977,0.0396011,0.0492545,0.0579295,0.0386737,0.00986112,0.0402926,0.0769133,0.0211711,0.0339365,0.0510208,0.0170157,0.0243792,0.0237341,0.026848,0.0950592,0.0239443,0.0713462,0.0335103,0.0484117,0.0181559,0.0230343,0.0285004
Id_5,0.0493461,0.0642543,0.0232306,0.0396588,0.87353,0.0170723,0.0986194,0.0103802,0.0277683,0.0495475,0.0663452,0.0338871,0.0444054,0.0383448,0.0415408,0.030072,0.0474943,0.0592919,0.0171554,0.0412573,0.0283139,0.0273585,0.0137614,0.0494455,0.0492124,0.0135447,0.0251092,0.172629,0.0470137,0.041851,0.147354,0.0963989,0.0218248,0.0168483,0.0532652,0.100929,0.00957271
Id_6,0.0283042,0.0232081,0.0153619,0.0147551,0.0199526,0.929741,0.0403259,0.00868394,0.039311,0.0217479,0.0468356,0.0474765,0.0834371,0.0246891,0.05264,0.0264067,0.0258551,0.0190072,0.0333152,0.00995984,0.0347167,0.0296006,0.021658,0.0503665,0.0467169,0.0156549,0.0252456,0.0315154,0.021277,0.0439566,0.0236014,0.0450266,0.0232116,0.0153829,0.0113081,0.0177621,0.0170961
Id_7,0.0643904,0.0618805,0.026965,0.050811,0.0904885,0.0316597,0.82726,0.0377661,0.0696822,0.0667476,0.130892,0.0751535,0.0753023,0.0581607,0.0780953,0.0867135,0.0655268,0.0870613,0.0543283,0.0279004,0.0450929,0.052642,0.0659778,0.0434425,0.0703148,0.0420999,0.0486138,0.0719312,0.0818663,0.0661015,0.0340143,0.132686,0.0450199,0.0251969,0.0785677,0.0661411,0.0476484
Id_8,0.0157177,0.0142041,0.0100736,0.0119561,0.0136004,0.00973542,0.0539284,0.944951,0.0264684,0.0169139,0.0399936,0.020087,0.0155372,0.0180092,0.0387009,0.0366667,0.0243671,0.0296454,0.0331076,0.00634097,0.016913,0.00923983,0.027986,0.0230611,0.0132614,0.0192431,0.0267491,0.0207278,0.0228117,0.00721523,0.0210778,0.020275,0.0237767,0.00835663,0.0237665,0.0232478,0.052896
Id_9,0.0502539,0.0568733,0.0187627,0.0247594,0.0311936,0.0377852,0.0853113,0.0226933,0.905858,0.0458332,0.091404,0.0441576,0.0422447,0.0404448,0.075741,0.0989571,0.0352502,0.04415,0.0677081,0.0169603,0.0306697,0.0318198,0.0578944,0.0310159,0.0501583,0.0260482,0.0491358,0.058875,0.0403097,0.0466149,0.039193,0.0536593,0.0468746,0.0177742,0.0475329,0.0608176,0.0991636
Id_10,0.0542193,0.0547817,0.0395168,0.0493043,0.0540123,0.0202852,0.0793004,0.0140724,0.0444769,0.860959,0.0667358,0.0505028,0.0564896,0.0336945,0.0528085,0.0649618,0.0611155,0.0545098,0.0257418,0.1173,0.0308206,0.0983199,0.05601,0.0330827,0.0582175,0.0190736,0.0321535,0.046647,0.0474127,0.0619728,0.0373336,0.0996906,0.043943,0.0249953,0.0343112,0.0481287,0.0455537
Id_11,0.0551604,0.0826033,0.0407183,0.0597027,0.0629311,0.0380122,0.135313,0.0289534,0.07718,0.058069,0.850239,0.0699822,0.075681,0.0494084,0.0584391,0.0777241,0.0445101,0.0990062,0.0524133,0.0249704,0.0540574,0.0709751,0.0394509,0.0433474,0.0730705,0.014545,0.0618451,0.0611271,0.0398673,0.0997877,0.0524075,0.0843531,0.0367514,0.0267828,0.0364654,0.0506322,0.0800361
Id_12,0.0721197,0.0550191,0.0289584,0.0254358,0.0349207,0.0418619,0.0844047,0.0157985,0.0405078,0.0477412,0.0760291,0.881852,0.0663528,0.0457068,0.0664886,0.0581418,0.0382221,0.0455465,0.0249755,0.0276932,0.0643101,0.0693265,0.0610354,0.0486459,0.0615334,0.0125334,0.032886,0.114918,0.044226,0.0509419,0.0531957,0.0821203,0.0292469,0.0408022,0.0327427,0.0639737,0.0413522
Id_13,0.0406964,0.0566614,0.0133242,0.0241014,0.042141,0.0677517,0.0778836,0.0112537,0.0356882,0.0491775,0.0757182,0.0611055,0.845796,0.0267177,0.0435243,0.0583566,0.0453456,0.0327746,0.0115185,0.0214684,0.0329945,0.0593127,0.0266776,0.0530609,0.0448752,0.0165342,0.0563466,0.0420363,0.0428276,0.061049,0.03264,0.107987,0.0312773,0.0165779,0.0626313,0.0310257,0.0334052
Id_14,0.0471075,0.0402441,0.0293242,0.0285959,0.0447235,0.0246392,0.0739312,0.0160316,0.0419929,0.036051,0.0607539,0.0517322,0.0328366,0.901914,0.0441486,0.0467042,0.0386553,0.0605029,0.026157,0.0179736,0.104832,0.0382201,0.0623662,0.0459168,0.0470842,0.0209941,0.0219494,0.0599369,0.0469542,0.0314172,0.0488386,0.0588858,0.0644145,0.0186109,0.0335609,0.0395698,0.0481946
Id_15,0.062331,0.0348651,0.0184864,0.0319541,0.0355281,0.0385216,0.0727933,0.0252622,0.0576651,0.0414315,0.0526921,0.0551819,0.0392248,0.0323732,0.737675,0.0427184,0.041285,0.038198,0.0312809,0.017703,0.0249803,0.0278212,0.0567612,0.0435461,0.0546321,0.0164619,0.0750088,0.0818058,0.042538,0.0493617,0.0731115,0.0548257,0.0441999,0.010527,0.0529559,0.0538981,0.0997806
Id_16,0.0679451,0.0437924,0.0309093,0.037339,0.0286091,0.0214955,0.0899078,0.0266236,0.0838056,0.056693,0.0779546,0.0536762,0.0585009,0.0380952,0.0475181,0.874803,0.0481618,0.0544324,0.462173,0.0161988,0.0447165,0.0563558,0.044178,0.0419242,0.0342144,0.0371397,0.0387217,0.0552883,0.0488063,0.0530556,0.0450928,0.085581,0.0540321,0.0257798,0.0877504,0.0453065,0.0730656
Id_17,0.0562016,0.0642299,0.0369284,0.0504178,0.0490531,0.0228488,0.0737586,0.019208,0.0324094,0.0579037,0.048465,0.0383081,0.0493504,0.0342298,0.0498562,0.0522861,0.815569,0.0451872,0.0235378,0.0207296,0.0538724,0.0897891,0.0283529,0.0622795,0.058115,0.0272253,0.0737401,0.0564146,0.0523786,0.0903876,0.0270553,0.0970703,0.0311943,0.0416795,0.0310721,0.0289449,0.0278075
Id_18,0.0383254,0.0428608,0.0268929,0.0578546,0.0597475,0.0163883,0.0956133,0.0228,0.039604,0.0503882,0.105179,0.044538,0.034801,0.0522723,0.0450057,0.0576554,0.0440875,0.852517,0.0249208,0.0143603,0.055681,0.0375976,0.031912,0.0292317,0.0432251,0.0178983,0.0502141,0.0538593,0.0406653,0.0464614,0.0323265,0.070144,0.0547341,0.0258749,0.0386527,0.0427324,0.0784438
Id_19,0.0327466,0.0397761,0.0212937,0.0384459,0.0172077,0.0285927,0.0593902,0.0253456,0.0604568,0.0236858,0.055425,0.0243101,0.0121744,0.0224946,0.0366862,0.487285,0.0228592,0.0248061,0.914577,0.00825524,0.0279005,0.0309311,0.0187188,0.0347543,0.0251599,0.0236298,0.0415333,0.0357077,0.024412,0.0325049,0.0293553,0.0697664,0.0199157,0.0225821,0.0426299,0.0273291,0.0501774
Id_20,0.0364822,0.0256992,0.0235633,0.012378,0.0522533,0.0107934,0.0385116,0.00612945,0.0191219,0.136282,0.0333413,0.0340359,0.0286512,0.0195173,0.0262157,0.0215652,0.0254201,0.018049,0.0104237,0.935202,0.00654712,0.0174864,0.0114782,0.0209867,0.0407477,0.0171296,0.0190663,0.0282715,0.0144029,0.036345,0.0262804,0.0335511,0.018311,0.00960387,0.0199442,0.0322798,0.0118405
Id_21,0.0332313,0.0679754,0.0270026,0.0434988,0.0308417,0.032357,0.0535323,0.0140609,0.0297394,0.0307971,0.0620781,0.0679782,0.0378714,0.0979052,0.0318155,0.0511994,0.0568172,0.0601896,0.0302991,0.00563089,0.869985,0.070332,0.0205545,0.10522,0.0541993,0.00875684,0.0597261,0.0777239,0.0324819,0.0368193,0.044357,0.0929621,0.0280218,0.0819096,0.0297772,0.0227421,0.0631724
Id_22,0.0538961,0.0767042,0.0461565,0.0716711,0.025723,0.0238134,0.0539424,0.00663051,0.0266324,0.0848008,0.0703524,0.0632528,0.0587635,0.03081,0.0305849,0.0556962,0.0817387,0.0350804,0.0289937,0.0129812,0.0607076,0.829913,0.0221499,0.0724648,0.0524464,0.0127541,0.0321743,0.070363,0.0345261,0.108967,0.040492,0.12359,0.0331267,0.0628309,0.0224832,0.0438385,0.0131028
Id_23,0.0367669,0.0277477,0.0134263,0.0229404,0.0150455,0.0202607,0.0786159,0.0233527,0.0563461,0.0561744,0.0454721,0.0647556,0.0307341,0.0584608,0.07256,0.05077,0.0300134,0.0346236,0.0204034,0.00990842,0.0206306,0.0257565,0.926747,0.0656986,0.0273824,0.0492334,0.0306284,0.0428656,0.0290307,0.039258,0.0400802,0.0761804,0.0335543,0.0101449,0.0316202,0.0294108,0.0594894
Id_24,0.0571323,0.0827608,0.0288351,0.034294,0.0504154,0.043941,0.0482748,0.0179461,0.0281517,0.0309434,0.0465954,0.0481321,0.0570088,0.0401402,0.0519145,0.0449323,0.0614832,0.0295778,0.0353285,0.0168954,0.0984908,0.0785841,0.0612701,0.845648,0.0672566,0.0250822,0.0735652,0.0804196,0.0386705,0.0562121,0.0560212,0.0901943,0.0244442,0.0996146,0.0341982,0.0190289,0.0368688
Id_25,0.0872334,0.0642313,0.0268112,0.0499213,0.0485847,0.0394631,0.0756555,0.00999234,0.044081,0.052724,0.076052,0.0589505,0.0466833,0.0398539,0.0630631,0.0355052,0.0555505,0.0423484,0.0247636,0.0317625,0.0491224,0.0550696,0.0247259,0.0651213,0.836451,0.0108728,0.0919047,0.0929616,0.0555065,0.353072,0.0765907,0.0898667,0.0355345,0.0365338,0.0338065,0.0352213,0.0445847
Id_26,0.0228381,0.0257421,0.00494377,0.0210264,0.0168877,0.016701,0.0572072,0.0183117,0.028911,0.0218154,0.0191187,0.0151643,0.0217227,0.0224424,0.0239985,0.0486741,0.0328661,0.0221457,0.0293725,0.0168631,0.0100233,0.0169131,0.0561458,0.0306712,0.0137315,0.915183,0.0122549,0.028586,0.0175565,0.0150747,0.0229541,0.0505623,0.0162567,0.008767,0.0213614,0.0138862,0.0362478
Id_27,0.0566064,0.0199567,0.0257059,0.0193972,0.0201576,0.0173413,0.0425338,0.0163896,0.0351146,0.023679,0.0523426,0.0256194,0.0476655,0.0151078,0.0704077,0.0326751,0.0573172,0.0400043,0.0332415,0.0120853,0.0440181,0.0274717,0.0224898,0.0579217,0.0747341,0.00789068,0.748613,0.082091,0.0417469,0.0148065,0.0891961,0.0644174,0.0404596,0.0399466,0.0321343,0.0287381,0.0665627
Id_28,0.0651294,0.0430732,0.021453,0.0179977,0.132083,0.0206322,0.0599815,0.0121043,0.0401001,0.0327404,0.049307,0.0853239,0.0338911,0.0393184,0.0731842,0.0444654,0.0417924,0.0408947,0.0272378,0.0170792,0.0545942,0.0572594,0.0299983,0.0603471,0.072046,0.0175421,0.0782386,0.82509,0.0891024,0.0352386,0.520611,0.0826737,0.0307887,0.0346186,0.0753246,0.192627,0.0746257
Id_29,0.0743322,0.0348916,0.0109415,0.0291083,0.0514299,0.0199156,0.0976035,0.019046,0.0392541,0.0475791,0.0459783,0.0469483,0.0493681,0.044039,0.054409,0.056121,0.0554779,0.044146,0.0266241,0.0124403,0.0326208,0.0401707,0.0290473,0.0414892,0.0615051,0.0154038,0.0568866,0.127394,0.878272,0.0378721,0.0954952,0.0845517,0.0206141,0.0188788,0.156052,0.050511,0.0481966
Id_30,0.0412715,0.083765,0.0413058,0.075291,0.0334457,0.0300573,0.0575726,0.00440087,0.0331622,0.0454324,0.0840729,0.0395059,0.0514097,0.0215265,0.0461241,0.0445681,0.069939,0.0368471,0.0258978,0.0229333,0.0270129,0.0926194,0.0286959,0.0440584,0.285807,0.00966231,0.0147395,0.0368063,0.0276671,0.809412,0.0287459,0.0993369,0.032131,0.0374856,0.0178172,0.0369456,0.0124871
Id_31,0.0523123,0.0293258,0.0205853,0.0179861,0.111682,0.0153056,0.0280965,0.0121927,0.0264433,0.0259569,0.0418756,0.0391247,0.0260678,0.0317364,0.0647905,0.0359243,0.0198541,0.0243141,0.0221814,0.0157269,0.0308636,0.032641,0.027785,0.0416427,0.0587996,0.0139534,0.0842099,0.51571,0.0661626,0.0272624,0.816443,0.0543967,0.0290065,0.0210062,0.0575441,0.221587,0.064536
Id_32,0.071912,0.127411,0.0404511,0.0599779,0.0817672,0.0326789,0.12266,0.0131256,0.0405169,0.0775695,0.0754314,0.0675942,0.0965186,0.0428241,0.0543743,0.0763031,0.0797202,0.0590436,0.0589974,0.0224699,0.0723893,0.111497,0.0591026,0.0750326,0.0772114,0.0343979,0.068062,0.0916523,0.0655598,0.105434,0.0608775,0.789723,0.0377745,0.0628266,0.0506218,0.0580238,0.026729
Id_33,0.0485807,0.0452047,0.0179717,0.0369636,0.0242903,0.0221044,0.054608,0.020197,0.0464412,0.0448643,0.0431221,0.0315874,0.0366811,0.0614664,0.0575183,0.063211,0.033615,0.0604528,0.0220983,0.016091,0.0286312,0.0392132,0.0341576,0.0266822,0.0400597,0.0145116,0.0560917,0.0447861,0.0209728,0.0447479,0.0425946,0.0495649,0.844704,0.0149376,0.0437202,0.0363405,0.0757365
Id_34,0.0545912,0.0761521,0.0245471,0.0566402,0.0198891,0.0155379,0.0324173,0.00752915,0.0186782,0.0270675,0.0333319,0.0467408,0.0206216,0.0188365,0.0145301,0.0319888,0.0476386,0.030312,0.0265769,0.00895149,0.0887681,0.078887,0.0109538,0.115331,0.0436849,0.00830062,0.0587401,0.0534121,0.0203724,0.055372,0.0327179,0.0874374,0.0158438,0.894368,0.0172994,0.011233,0.0541803
Id_35,0.0746629,0.0340337,0.0245633,0.0198293,0.0586974,0.0106625,0.09436,0.0199891,0.0466287,0.034685,0.0423644,0.035014,0.0727273,0.0317088,0.0682326,0.101644,0.0331528,0.0422698,0.0468349,0.0173532,0.0301245,0.0263514,0.0318711,0.0369609,0.0377356,0.0188801,0.0441101,0.108488,0.1572,0.0245685,0.0836668,0.0657666,0.0432888,0.016149,0.868497,0.0360465,0.0652656
Id_36,0.0511157,0.0306433,0.0290982,0.0227316,0.100498,0.0151331,0.0717766,0.0176676,0.0539083,0.0439618,0.0531513,0.0618152,0.0325533,0.0337814,0.0627506,0.0474199,0.0279055,0.0422255,0.0271298,0.0253782,0.0207891,0.0464268,0.0267859,0.0185831,0.0355241,0.0110899,0.0356446,0.250685,0.0459766,0.0460331,0.291114,0.0681148,0.0325126,0.00947497,0.032571,0.885598,0.0440549
Id_37,0.0587785,0.0108069,0.00877008,0.0234707,0.00795422,0.0121549,0.0431499,0.0335458,0.0733498,0.0347229,0.070112,0.0333436,0.0292488,0.0343346,0.0969418,0.0638166,0.0223718,0.064684,0.0415671,0.00776818,0.0481893,0.0115797,0.0452125,0.0300459,0.0375253,0.024157,0.068895,0.0810438,0.036609,0.0129834,0.0707525,0.0261842,0.0565438,0.0381367,0.0492121,0.0367633,0.739996
